timestamp,angle_deg,velocity_deg_s,torque_nm
1769366031.576861,-10.717098,0.000000,0.000000
1769366031.586924,-10.717098,0.000000,0.000000
1769366031.597090,-11.255164,-52.924624,0.461854
1769366031.607002,-11.255164,0.000000,0.000000
1769366031.617045,-11.479854,-22.371944,0.195232
1769366031.627140,-11.479854,0.000000,0.000000
1769366031.637157,-11.479854,0.000000,0.000000
1769366031.647228,-11.980948,-49.757108,0.434213
1769366031.657310,-11.980948,0.000000,0.000000
1769366031.667671,-12.544022,-54.345804,0.474257
1769366031.677997,-12.544022,0.000000,0.000000
1769366031.688066,-12.544022,0.000000,0.000000
1769366031.698125,-12.792157,-24.667026,0.215260
1769366031.708206,-12.792157,0.000000,0.000000
1769366031.718453,-13.285266,-48.123498,0.419957
1769366031.728758,-13.285266,0.000000,0.000000
1769366031.738800,-13.285266,0.000000,0.000000
1769366031.748883,-13.884814,-59.464288,0.518924
1769366031.758919,-13.884814,0.000000,0.000000
1769366031.768926,-13.884814,0.000000,0.000000
1769366031.779074,-14.066044,-17.858221,0.155842
1769366031.789112,-14.066044,0.000000,0.000000
1769366031.799644,-14.453289,-36.765378,0.320838
1769366031.809699,-14.453289,0.000000,0.000000
1769366031.819763,-14.453289,0.000000,0.000000
1769366031.829816,-15.032753,-57.638645,0.502992
1769366031.839903,-15.032753,0.000000,0.000000
1769366031.849947,-15.665717,-63.019987,0.549953
1769366031.859996,-15.665717,0.000000,0.000000
1769366031.870049,-15.665717,0.000000,0.000000
1769366031.880113,-15.994566,-32.676912,0.285160
1769366031.890158,-15.994566,0.000000,0.000000
1769366031.900222,-16.371176,-37.421068,0.326560
1769366031.910299,-16.371176,0.000000,0.000000
1769366031.920331,-16.371176,0.000000,0.000000
1769366031.930399,-16.794698,-42.063389,0.367072
1769366031.940448,-16.794698,0.000000,0.000000
1769366031.950513,-16.794698,0.000000,0.000000
1769366031.961732,-17.294991,-44.596185,0.389175
1769366031.971789,-17.294991,0.000000,0.000000
1769366031.981874,-17.783882,-48.478742,0.423057
1769366031.991916,-17.783882,0.000000,0.000000
1769366032.002064,-18.299091,-50.768107,0.443035
1769366032.012120,-18.299091,0.000000,0.000000
1769366032.022191,-18.299091,0.000000,0.000000
1769366032.032237,-18.950922,-64.887678,0.566252
1769366032.042287,-18.950922,0.000000,0.000000
1769366032.052330,-18.950922,0.000000,0.000000
1769366032.062414,-19.561406,-60.536064,0.528277
1769366032.072454,-19.561406,0.000000,0.000000
1769366032.082516,-20.255329,-68.969765,0.601875
1769366032.092566,-20.255329,0.000000,0.000000
1769366032.102643,-20.255329,0.000000,0.000000
1769366032.112705,-20.428149,-17.174318,0.149874
1769366032.122734,-20.428149,0.000000,0.000000
1769366032.132825,-20.682569,-25.213055,0.220025
1769366032.143690,-20.682569,0.000000,0.000000
1769366032.153727,-20.682569,0.000000,0.000000
1769366032.163817,-20.949641,-26.469276,0.230988
1769366032.173959,-20.949641,0.000000,0.000000
1769366032.183966,-21.530757,-58.070140,0.506758
1769366032.194699,-21.530757,0.000000,0.000000
1769366032.204760,-21.530757,0.000000,0.000000
1769366032.214798,-22.150845,-61.776125,0.539098
1769366032.224848,-22.150845,0.000000,0.000000
1769366032.234924,-22.150845,0.000000,0.000000
1769366032.245035,-22.877215,-71.835521,0.626883
1769366032.255108,-22.877215,0.000000,0.000000
1769366032.265216,-23.316241,-43.433595,0.379030
1769366032.275272,-23.316241,0.000000,0.000000
1769366032.285352,-23.685472,-36.631449,0.319670
1769366032.295812,-23.685472,0.000000,0.000000
1769366032.305895,-23.685472,0.000000,0.000000
1769366032.316128,-24.183917,-48.709843,0.425074
1769366032.326184,-24.183917,0.000000,0.000000
1769366032.336246,-24.183917,0.000000,0.000000
1769366032.346361,-24.709114,-51.925538,0.453136
1769366032.356365,-24.709114,0.000000,0.000000
1769366032.366439,-25.330088,-61.640410,0.537914
1769366032.376763,-25.330088,0.000000,0.000000
1769366032.386806,-25.330088,0.000000,0.000000
1769366032.396884,-25.965243,-63.024217,0.549990
1769366032.406930,-25.965243,0.000000,0.000000
1769366032.416981,-26.628996,-66.038438,0.576294
1769366032.427941,-26.628996,0.000000,0.000000
1769366032.437986,-26.628996,0.000000,0.000000
1769366032.448050,-27.148965,-51.665593,0.450867
1769366032.458112,-27.148965,0.000000,0.000000
1769366032.468566,-27.774914,-59.880948,0.522560
1769366032.478736,-27.774914,0.000000,0.000000
1769366032.488781,-27.774914,0.000000,0.000000
1769366032.498902,-28.388472,-60.622987,0.529035
1769366032.508930,-28.388472,0.000000,0.000000
1769366032.519115,-28.988052,-58.868904,0.513728
1769366032.529365,-28.988052,0.000000,0.000000
1769366032.539423,-28.988052,0.000000,0.000000
1769366032.549602,-29.585072,-58.649146,0.511810
1769366032.559569,-29.585072,0.000000,0.000000
1769366032.569807,-30.171352,-57.265513,0.499736
1769366032.580453,-30.171352,0.000000,0.000000
1769366032.590503,-30.171352,0.000000,0.000000
1769366032.600569,-30.748462,-57.335103,0.500343
1769366032.610615,-30.748462,0.000000,0.000000
1769366032.620681,-30.748462,0.000000,0.000000
1769366032.630737,-31.312709,-56.110414,0.489656
1769366032.640783,-31.312709,0.000000,0.000000
1769366032.651011,-31.867362,-54.226785,0.473218
1769366032.661078,-31.867362,0.000000,0.000000
1769366032.671113,-31.867362,0.000000,0.000000
1769366032.681192,-32.411813,-54.018790,0.471403
1769366032.691221,-32.411813,0.000000,0.000000
1769366032.701298,-32.949865,-53.395353,0.465962
1769366032.711337,-32.949865,0.000000,0.000000
1769366032.721387,-32.949865,0.000000,0.000000
1769366032.731456,-33.472202,-51.875117,0.452696
1769366032.741499,-33.472202,0.000000,0.000000
1769366032.751669,-33.989123,-50.829241,0.443569
1769366032.761738,-33.989123,0.000000,0.000000
1769366032.771797,-33.989123,0.000000,0.000000
1769366032.781881,-34.494032,-50.069555,0.436939
1769366032.791911,-34.494032,0.000000,0.000000
1769366032.801941,-34.994714,-49.920687,0.435640
1769366032.811997,-34.994714,0.000000,0.000000
1769366032.822044,-34.994714,0.000000,0.000000
1769366032.832121,-35.482477,-48.407047,0.422431
1769366032.842162,-35.482477,0.000000,0.000000
1769366032.852374,-35.961490,-46.907139,0.409342
1769366032.863035,-35.961490,0.000000,0.000000
1769366032.873106,-35.961490,0.000000,0.000000
1769366032.883157,-36.433516,-46.965215,0.409849
1769366032.893224,-36.433516,0.000000,0.000000
1769366032.903252,-36.897396,-46.256879,0.403667
1769366032.913457,-36.897396,0.000000,0.000000
1769366032.923487,-36.897396,0.000000,0.000000
1769366032.933564,-37.350276,-44.942988,0.392202
1769366032.943606,-37.350276,0.000000,0.000000
1769366032.953662,-37.350276,0.000000,0.000000
1769366032.964267,-37.800747,-42.480638,0.370714
1769366032.974309,-37.800747,0.000000,0.000000
1769366032.984354,-38.237263,-43.454786,0.379215
1769366032.994403,-38.237263,0.000000,0.000000
1769366033.004451,-38.237263,0.000000,0.000000
1769366033.014552,-38.669364,-42.774666,0.373279
1769366033.024575,-38.669364,0.000000,0.000000
1769366033.034654,-39.091664,-41.901436,0.365659
1769366033.044725,-39.091664,0.000000,0.000000
1769366033.054772,-39.091664,0.000000,0.000000
1769366033.064844,-39.504756,-41.015811,0.357930
1769366033.074892,-39.504756,0.000000,0.000000
1769366033.084925,-39.904435,-39.835911,0.347634
1769366033.095365,-39.904435,0.000000,0.000000
1769366033.105439,-39.904435,0.000000,0.000000
1769366033.115498,-40.295670,-38.893604,0.339411
1769366033.125565,-40.295670,0.000000,0.000000
1769366033.135672,-40.295670,0.000000,0.000000
1769366033.145847,-40.678307,-37.606526,0.328179
1769366033.155919,-40.678307,0.000000,0.000000
1769366033.166409,-41.055795,-35.985657,0.314034
1769366033.176466,-41.055795,0.000000,0.000000
1769366033.186510,-41.055795,0.000000,0.000000
1769366033.196919,-41.425626,-35.530343,0.310061
1769366033.206937,-41.425626,0.000000,0.000000
1769366033.217009,-41.785068,-35.686503,0.311423
1769366033.227050,-41.785068,0.000000,0.000000
1769366033.237105,-41.785068,0.000000,0.000000
1769366033.247209,-42.134722,-34.606535,0.301999
1769366033.257257,-42.134722,0.000000,0.000000
1769366033.268061,-42.472786,-31.290056,0.273057
1769366033.278133,-42.472786,0.000000,0.000000
1769366033.288199,-42.472786,0.000000,0.000000
1769366033.298248,-42.802406,-32.800178,0.286236
1769366033.308304,-42.802406,0.000000,0.000000
1769366033.318412,-43.012121,-20.748463,0.181064
1769366033.328458,-43.012121,0.000000,0.000000
1769366033.338514,-43.012121,0.000000,0.000000
1769366033.348575,-43.344731,-33.059170,0.288496
1769366033.358664,-43.344731,0.000000,0.000000
1769366033.368701,-43.620728,-27.500119,0.239984
1769366033.379327,-43.620728,0.000000,0.000000
1769366033.389374,-43.620728,0.000000,0.000000
1769366033.399435,-43.930093,-30.748127,0.268328
1769366033.409485,-43.930093,0.000000,0.000000
1769366033.419693,-43.930093,0.000000,0.000000
1769366033.429607,-44.208858,-28.118538,0.245381
1769366033.439660,-44.208858,0.000000,0.000000
1769366033.449898,-44.490438,-27.504863,0.240025
1769366033.459931,-44.490438,0.000000,0.000000
1769366033.469981,-44.490438,0.000000,0.000000
1769366033.480123,-44.718637,-22.499698,0.196347
1769366033.490178,-44.718637,0.000000,0.000000
1769366033.500233,-44.974729,-25.467107,0.222242
1769366033.510338,-44.974729,0.000000,0.000000
1769366033.520396,-44.974729,0.000000,0.000000
1769366033.530446,-45.227651,-25.166864,0.219622
1769366033.540499,-45.227651,0.000000,0.000000
1769366033.550848,-45.467842,-23.208477,0.202532
1769366033.561075,-45.467842,0.000000,0.000000
1769366033.571121,-45.467842,0.000000,0.000000
1769366033.581196,-45.699380,-22.981773,0.200554
1769366033.591259,-45.699380,0.000000,0.000000
1769366033.601296,-45.920884,-22.068369,0.192583
1769366033.611393,-45.920884,0.000000,0.000000
1769366033.621418,-45.920884,0.000000,0.000000
1769366033.631479,-46.130122,-20.796315,0.181482
1769366033.641534,-46.130122,0.000000,0.000000
1769366033.651606,-46.130122,0.000000,0.000000
1769366033.661668,-46.329611,-19.826070,0.173015
1769366033.671705,-46.329611,0.000000,0.000000
1769366033.681969,-46.515771,-18.137269,0.158278
1769366033.692199,-46.515771,0.000000,0.000000
1769366033.702233,-46.515771,0.000000,0.000000
1769366033.712317,-46.695318,-17.806171,0.155388
1769366033.722348,-46.695318,0.000000,0.000000
1769366033.732461,-46.861215,-16.405084,0.143161
1769366033.742508,-46.861215,0.000000,0.000000
1769366033.752545,-46.861215,0.000000,0.000000
1769366033.762653,-47.022502,-15.957497,0.139255
1769366033.772695,-47.022502,0.000000,0.000000
1769366033.783391,-47.171201,-13.902425,0.121322
1769366033.793734,-47.171201,0.000000,0.000000
1769366033.803783,-47.171201,0.000000,0.000000
1769366033.813833,-47.316090,-14.416359,0.125806
1769366033.823895,-47.316090,0.000000,0.000000
1769366033.833942,-47.453670,-13.694721,0.119509
1769366033.844101,-47.453670,0.000000,0.000000
1769366033.854135,-47.453670,0.000000,0.000000
1769366033.864207,-47.582902,-12.830802,0.111970
1769366033.874269,-47.582902,0.000000,0.000000
1769366033.884402,-47.703410,-11.892868,0.103785
1769366033.894561,-47.703410,0.000000,0.000000
1769366033.904630,-47.703410,0.000000,0.000000
1769366033.914699,-47.814313,-11.014113,0.096116
1769366033.924788,-47.814313,0.000000,0.000000
1769366033.934941,-47.915151,-9.932786,0.086680
1769366033.945082,-47.915151,0.000000,0.000000
1769366033.955123,-47.915151,0.000000,0.000000
1769366033.965191,-48.005650,-8.988589,0.078440
1769366033.975241,-48.005650,0.000000,0.000000
1769366033.985315,-48.085528,-7.928687,0.069191
1769366033.995688,-48.085528,0.000000,0.000000
1769366034.005737,-48.085528,0.000000,0.000000
1769366034.015822,-48.155188,-6.906684,0.060272
1769366034.025858,-48.155188,0.000000,0.000000
1769366034.035940,-48.155188,0.000000,0.000000
1769366034.045986,-48.214520,-5.906297,0.051542
1769366034.056027,-48.214520,0.000000,0.000000
1769366034.066089,-48.263543,-4.872248,0.042518
1769366034.076150,-48.263543,0.000000,0.000000
1769366034.086310,-48.302154,-3.800098,0.033162
1769366034.096400,-48.302154,0.000000,0.000000
1769366034.106411,-48.302154,0.000000,0.000000
1769366034.116432,-48.330392,-2.817981,0.024592
1769366034.126481,-48.330392,0.000000,0.000000
1769366034.136526,-48.330392,0.000000,0.000000
1769366034.146587,-48.348358,-1.785813,0.015584
1769366034.156630,-48.348358,0.000000,0.000000
1769366034.166722,-48.356047,-0.761845,0.006648
1769366034.176776,-48.356047,0.000000,0.000000
1769366034.186826,-48.356047,0.000000,0.000000
1769366034.196942,-48.356497,-0.044507,0.000388
1769366034.206923,-48.356497,0.000000,0.000000
1769366034.217150,-48.356280,0.021199,-0.000185
1769366034.227694,-48.356280,0.000000,0.000000
1769366034.237736,-48.356280,0.000000,0.000000
1769366034.247817,-48.356097,0.018196,-0.000159
1769366034.257855,-48.356097,0.000000,0.000000
1769366034.268033,-48.356080,0.001638,-0.000014
1769366034.278258,-48.356080,0.000000,0.000000
1769366034.288307,-48.356080,0.000000,0.000000
1769366034.298362,-48.356130,-0.004976,0.000043
1769366034.308417,-48.356130,0.000000,0.000000
1769366034.318448,-48.356130,0.000000,0.000000
1769366034.328523,-48.355663,0.046348,-0.000404
1769366034.338563,-48.355663,0.000000,0.000000
1769366034.348627,-48.356414,-0.074571,0.000651
1769366034.358741,-48.356414,0.000000,0.000000
1769366034.368781,-48.356414,0.000000,0.000000
1769366034.378869,-48.356497,-0.008265,0.000072
1769366034.388907,-48.356497,0.000000,0.000000
1769366034.398921,-48.357431,-0.093248,0.000814
1769366034.408979,-48.357431,0.000000,0.000000
1769366034.419024,-48.357431,0.000000,0.000000
1769366034.429109,-48.366018,-0.851451,0.007430
1769366034.439149,-48.366018,0.000000,0.000000
1769366034.449219,-48.374054,-0.798046,0.006964
1769366034.459282,-48.374054,0.000000,0.000000
1769366034.469328,-48.374054,0.000000,0.000000
1769366034.479440,-48.363084,1.084907,-0.009468
1769366034.489437,-48.363084,0.000000,0.000000
1769366034.499493,-48.359282,0.378065,-0.003299
1769366034.509552,-48.359282,0.000000,0.000000
1769366034.519605,-48.359282,0.000000,0.000000
1769366034.529675,-48.358798,0.048023,-0.000419
1769366034.539724,-48.358798,0.000000,0.000000
1769366034.549792,-48.366952,-0.809883,0.007068
1769366034.559834,-48.366952,0.000000,0.000000
1769366034.569892,-48.366952,0.000000,0.000000
1769366034.579938,-48.367902,-0.094597,0.000826
1769366034.589979,-48.367902,0.000000,0.000000
1769366034.600044,-48.367936,-0.003313,0.000029
1769366034.610103,-48.367936,0.000000,0.000000
1769366034.620167,-48.367936,0.000000,0.000000
1769366034.630260,-48.393072,-2.490328,0.021732
1769366034.640296,-48.393072,0.000000,0.000000
1769366034.650351,-48.384539,0.848613,-0.007406
1769366034.660405,-48.384539,0.000000,0.000000
1769366034.670460,-48.384539,0.000000,0.000000
1769366034.680579,-48.382555,0.196025,-0.001711
1769366034.690575,-48.382555,0.000000,0.000000
1769366034.700901,-48.364267,1.771141,-0.015456
1769366034.711003,-48.364267,0.000000,0.000000
1769366034.721027,-48.364267,0.000000,0.000000
1769366034.731322,-48.356180,0.785625,-0.006856
1769366034.741381,-48.356180,0.000000,0.000000
1769366034.751442,-48.361550,-0.533705,0.004657
1769366034.761495,-48.361550,0.000000,0.000000
1769366034.771757,-48.361149,0.038998,-0.000340
1769366034.781823,-48.361149,0.000000,0.000000
1769366034.791881,-48.361149,0.000000,0.000000
1769366034.801970,-48.361149,0.000000,0.000000
1769366034.811977,-48.361149,0.000000,0.000000
1769366034.822268,-48.361149,0.000000,0.000000
1769366034.832329,-48.361149,0.000000,0.000000
1769366034.842385,-48.361149,0.000000,0.000000
1769366034.852616,-48.361149,0.000000,0.000000
1769366034.862663,-48.361149,0.000000,0.000000
1769366034.873186,-48.361149,0.000000,0.000000
1769366034.883232,-48.361149,0.000000,0.000000
1769366034.893284,-48.361149,0.000000,0.000000
1769366034.903364,-48.361149,0.000000,0.000000
1769366034.913408,-48.361149,0.000000,0.000000
1769366034.923776,-48.361149,0.000000,0.000000
1769366034.933828,-48.361149,0.000000,0.000000
1769366034.943899,-48.361149,0.000000,0.000000
1769366034.953950,-48.361149,0.000000,0.000000
1769366034.964011,-48.361149,0.000000,0.000000
1769366034.974179,-48.361149,0.000000,0.000000
1769366034.984221,-48.361149,0.000000,0.000000
1769366034.994257,-48.361149,0.000000,0.000000
1769366035.004352,-48.361149,0.000000,0.000000
1769366035.014411,-48.361149,0.000000,0.000000
1769366035.024821,-48.361149,0.000000,0.000000
1769366035.034886,-48.361149,0.000000,0.000000
1769366035.044918,-48.361149,0.000000,0.000000
1769366035.055012,-48.361149,0.000000,0.000000
1769366035.065063,-48.361149,0.000000,0.000000
1769366035.075200,-48.361149,0.000000,0.000000
1769366035.085212,-48.361149,0.000000,0.000000
1769366035.095259,-48.361149,0.000000,0.000000
1769366035.105317,-48.361149,0.000000,0.000000
1769366035.115355,-48.361149,0.000000,0.000000
1769366035.125415,-48.361149,0.000000,0.000000
1769366035.135471,-48.361149,0.000000,0.000000
1769366035.146345,-48.361149,0.000000,0.000000
1769366035.156400,-48.361149,0.000000,0.000000
1769366035.166437,-48.361149,0.000000,0.000000
1769366035.176515,-48.361149,0.000000,0.000000
1769366035.186582,-48.361149,0.000000,0.000000
1769366035.196640,-48.361149,0.000000,0.000000
1769366035.206685,-48.361149,0.000000,0.000000
1769366035.217180,-48.361149,0.000000,0.000000
1769366035.227245,-48.361149,0.000000,0.000000
1769366035.237308,-48.361149,0.000000,0.000000
1769366035.247386,-48.361149,0.000000,0.000000
1769366035.257422,-48.361149,0.000000,0.000000
1769366035.267474,-48.361149,0.000000,0.000000
1769366035.277545,-48.361149,0.000000,0.000000
1769366035.287590,-48.361149,0.000000,0.000000
1769366035.297656,-48.361149,0.000000,0.000000
1769366035.307705,-48.361149,0.000000,0.000000
1769366035.317936,-48.361149,0.000000,0.000000
1769366035.327925,-48.361149,0.000000,0.000000
1769366035.337983,-48.361149,0.000000,0.000000
1769366035.348052,-48.361149,0.000000,0.000000
1769366035.358120,-48.361149,0.000000,0.000000
1769366035.368170,-48.361149,0.000000,0.000000
1769366035.378225,-48.361149,0.000000,0.000000
1769366035.388305,-48.361149,0.000000,0.000000
1769366035.398365,-48.361149,0.000000,0.000000
1769366035.408435,-48.361149,0.000000,0.000000
1769366035.418470,-48.361149,0.000000,0.000000
1769366035.428528,-48.361149,0.000000,0.000000
1769366035.438582,-48.361149,0.000000,0.000000
1769366035.448653,-48.361149,0.000000,0.000000
1769366035.458693,-48.361149,0.000000,0.000000
1769366035.468770,-48.361149,0.000000,0.000000
1769366035.478815,-48.361149,0.000000,0.000000
1769366035.488876,-48.361149,0.000000,0.000000
1769366035.498959,-48.361149,0.000000,0.000000
1769366035.508991,-48.361149,0.000000,0.000000
1769366035.519068,-48.361149,0.000000,0.000000
1769366035.529109,-48.361149,0.000000,0.000000
1769366035.539283,-48.361149,0.000000,0.000000
1769366035.549386,-48.361149,0.000000,0.000000
1769366035.559390,-48.361149,0.000000,0.000000
1769366035.569519,-48.361149,0.000000,0.000000
1769366035.579572,-48.361149,0.000000,0.000000
1769366035.589631,-48.361149,0.000000,0.000000
1769366035.599693,-48.361149,0.000000,0.000000
1769366035.609735,-48.361149,0.000000,0.000000
1769366035.619842,-48.361149,0.000000,0.000000
1769366035.629907,-48.361149,0.000000,0.000000
1769366035.639922,-48.361149,0.000000,0.000000
1769366035.649981,-48.361149,0.000000,0.000000
1769366035.660032,-48.361149,0.000000,0.000000
1769366035.670107,-48.361149,0.000000,0.000000
1769366035.680146,-48.361149,0.000000,0.000000
1769366035.690217,-48.361149,0.000000,0.000000
1769366035.700266,-48.361149,0.000000,0.000000
1769366035.710317,-48.361149,0.000000,0.000000
1769366035.720386,-48.361149,0.000000,0.000000
1769366035.730439,-48.361149,0.000000,0.000000
1769366035.740495,-48.361149,0.000000,0.000000
1769366035.750588,-48.361149,0.000000,0.000000
1769366035.760608,-48.361149,0.000000,0.000000
1769366035.770799,-48.361149,0.000000,0.000000
1769366035.780851,-48.361149,0.000000,0.000000
1769366035.790931,-48.361149,0.000000,0.000000
1769366035.801060,-48.361149,0.000000,0.000000
1769366035.811101,-48.361149,0.000000,0.000000
1769366035.821194,-48.361149,0.000000,0.000000
1769366035.831247,-48.361149,0.000000,0.000000
1769366035.841636,-48.361149,0.000000,0.000000
1769366035.851728,-48.361149,0.000000,0.000000
1769366035.861752,-48.361149,0.000000,0.000000
1769366035.871821,-48.361149,0.000000,0.000000
1769366035.881862,-48.361149,0.000000,0.000000
1769366035.892070,-48.361149,0.000000,0.000000
1769366035.902126,-48.361149,0.000000,0.000000
1769366035.912179,-48.361149,0.000000,0.000000
1769366035.922293,-48.361149,0.000000,0.000000
1769366035.932347,-48.361149,0.000000,0.000000
1769366035.942420,-48.361149,0.000000,0.000000
1769366035.952472,-48.361149,0.000000,0.000000
